place_id,name,address,phone,international_phone,website,rating,total_reviews,types,matched_keyword,vicinity,score,_tier
ChIJ_Tv363SpXZQRZiwB09QHcMc,PRIVATE UNIVERSITY Guaira. HEADQUARTERS LAMBARE,"Nestor Romero Valdovinos esq, Lambaré 110723, Paraguay",(021) 940 710,+595 21 940 710,,4.0,11,"['establishment', 'point_of_interest', 'university']",universidad privada paraguay,,15,C
ChIJd0PKVYqoXZQRm0bbCGsucAI,.,"PC25+2C6, Mauricio Cardozo Ocampo, Asunción 001413, Paraguay",0981 788210,+595 981 788210,http://www.facebook.com/clubtechnologypy/,4.0,4,"['electronics_store', 'establishment', 'point_of_interest', 'store']",technology,,15,C
ChIJBXsjMwCnXZQRLjKGjiGLnJI,sehia digital studio,"Prof. Manuel Riquelme 1447, Asunción 1447, Paraguay",,,,5.0,1,"['establishment', 'point_of_interest']",agencia digital,,15,C
ChIJeyKLKACnXZQRbhXm2-VJ3ag,iene agencia,"Sgto. 1ro Manuel Benítez, Asunción 001526, Paraguay",0973 250760,+595 973 250760,https://www.instagram.com/ieneagencia/profilecard/?igsh=cGdxd2QxbXM4cmky,4.0,4,"['establishment', 'point_of_interest']",agencia digital,,15,C
ChIJjfRrlMmnXZQRCqgBtLmY_Pw,TDP S.A.,"Av. Gral. José Gervasio Artigas 1552, Asunción 001203, Paraguay",(021) 229 280,+595 21 229 280,http://www.tdp.com.py/,3.9,14,"['establishment', 'point_of_interest']",empresa tecnologia paraguay,,15,C
ChIJpUEmSqmpXZQRKDQcX82zAJs,Agencia Eco,"Agustín Pío Barrios 1230, Asunción 001529, Paraguay",,,http://www.agencia-eco.com/,4.5,4,"['establishment', 'point_of_interest']",agencia digital,,15,C
ChIJmx9pJn6pXZQRbxSq-ze992Y,Estudio Jurídico Abadie,"Prof. Sergio Conradi 1448, Asunción 001419, Paraguay",,,,5.0,1,"['establishment', 'lawyer', 'point_of_interest']",estudio juridico paraguay,,15,C
ChIJZ6NVHsavXZQRX3tVF8SVoZk,JV INGENIERIA,"Asunción 001403, Paraguay",,,http://www.jvingenieria.com.py/,4.5,2,"['establishment', 'point_of_interest']",ingenieria,,15,C
ChIJBXKn-D-pXZQRHjmpDRZy1L0,"SANATORIO DA VINCI, FERNANDO DE LA MORA","MC2F+RQX AV, Fernando de la Mora 110330, Paraguay",0985 807310,+595 985 807310,,3.5,29,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,15,C
ChIJ8emrfhenXZQRw8Vlz3DOCAY,Nova Labs,"Av. Dr. Felipe Molas López, Asunción 110111, Paraguay",0976 549040,+595 976 549040,https://www.novalabs.com.py/,0.0,0,"['establishment', 'point_of_interest']",software,,10,C
ChIJNUsbCtynXZQRx6oAfqeyX9g,"MercoDigital - Agencia de Marketing Digital: ""Growth Performance""","Av. Dr. Felipe Molas López 1362, Asunción 1712, Paraguay",0985 849203,+595 985 849203,http://www.mercodigital.com/py,0.0,0,"['establishment', 'point_of_interest']",marketing digital,,10,C
ChIJMxp5gN6pXZQR1j1lYaV6Op0,BISA Ingenieria,"Dr. Guillermo Enciso Velloso 2112, Asunción 001410, Paraguay",0991 852976,+595 991 852976,https://mail.google.com/mail/u/0/?pli=1#inbox,3.0,1,"['establishment', 'point_of_interest']",ingenieria,,10,C
ChIJv9THwu6nXZQRDTzZdvaHE74,MECA INGENIERIA SA,"Damas Argentinas 252, Asunción 001202, Paraguay",,,,4.4,9,"['establishment', 'point_of_interest']",ingenieria,,10,C
ChIJV1VVVRWmXZQR1FRaE7EmWHQ,Incamas SRL,"Asunción 001531, Paraguay",5938 9569,+372 5938 9569,http://www.incamas.com/,0.0,0,"['establishment', 'finance', 'point_of_interest']",consultora,,10,C
ChIJh203gZ2nXZQRpDChCn8TljE,Shoperly,"Av. Dr. Felipe Molas López 1321, Asunción 001528, Paraguay",0992 448521,+595 992 448521,https://www.shoperly.app/,0.0,0,"['establishment', 'point_of_interest']",software,,10,C
ChIJzxLy6OCpXZQRZUeGPULdw8A,EQ Agencia Digital,"PC8J+789, Asunción 001529, Paraguay",0981 570001,+595 981 570001,,0.0,0,"['establishment', 'point_of_interest']",agencia digital,,5,C
ChIJ8XXW3cqnXZQRMh8BTnBcYvQ,AIRE DGTL,"Sargento Morel 379 y, Asunción 001519, Paraguay",,,https://www.instagram.com/aire.dgtl/,0.0,0,"['establishment', 'point_of_interest']",agencia digital,,5,C
ChIJsUsBeKKnXZQROKsfLAQrCkY,Mansión ITAVYAS,"Unnamed Road, PCPC+6CV, Asunción 001531, Paraguay",0971 269488,+595 971 269488,,0.0,0,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,5,C
ChIJTfjQ6j6mXZQR5FAeIvm2qbY,Carbono Digital,"2024, Asuncion, Paraguay, Sub Teniente Marcelino Ayala, Asunción 001531, Paraguay",(021) 282 557,+595 21 282 557,,0.0,0,"['establishment', 'point_of_interest']",marketing digital,,5,C
ChIJzQ7CPhinXZQRtw6HYDd79R8,Consultoría Digital - Ellie,"Jujui 199, Asunción 001520, Paraguay",,,,3.7,6,"['establishment', 'point_of_interest']",marketing digital,,5,C
ChIJnSGiCAinXZQRAFrRJ2KRGgA,Asunción Digital,"Gonzalo Bulnes 830, Asunción 1813, Paraguay",0972 111450,+595 972 111450,,0.0,0,"['establishment', 'point_of_interest']",agencia digital,,5,C
ChIJwSkrUbOnXZQRnUCz7Kz-6Yg,Jesusa | Ventas y Marketing Digital para Emprendedores,"Av. Dr. Felipe Molas López casi, Asunción 1528, Paraguay",0983 877627,+595 983 877627,,0.0,0,"['establishment', 'point_of_interest']",marketing digital,,5,C
ChIJIWJ4ohKnXZQREbnNkTA8gP8,CENTRO DE ESPECIALIDADES MÉDICAS,"Brasil 165, Asunción 001218, Paraguay",,,,3.8,13,"['doctor', 'establishment', 'health', 'point_of_interest']",clinica medica,,5,C
ChIJZUNeXgCnXZQR0jOaf00rVBs,Solvial ingenieria,"PCPF+GJH, Asunción 001520, Paraguay",,,,0.0,0,"['establishment', 'general_contractor', 'point_of_interest']",ingenieria,,0,C
